text,label
"the images often look smeary and blurry , to the point of distraction",0
is credible and remarkably mature,1
dashing,1
"clever and cutting , quick and dirty look",1
"nothing compared to the movie 's contrived , lame screenplay and listless direction",0
comes close to hitting a comedic or satirical target,1
he script is n't up to the level of the direction,1
heading,1
this review life-affirming,1
"tells a moldy-oldie , not-nearly - as-nasty - as-it - thinks-it-is joke",0
does n't deserve the energy it takes to describe how bad it is .,0
need more X and less blab,0
"The story plays out slowly ,",0
acidity,0
perfectly creepy and believable,1
Purports to be a Hollywood satire but winds up as the kind of film that should be the target of something deeper and more engaging .,0
in watching the resourceful Molly stay a step ahead of her pursuers,1
nurses plot holes gaping enough to pilot an entire Olympic swim team through,0
ready-made midnight movie,1
"Being unique does n't necessarily equate to being good , no matter how admirably the filmmakers have gone for broke .",0
of its marks,1
A reworking of Die Hard and Cliffhanger,0
some fairly unsettling scenes,0
with imbecilic Mafia,0
the most wondrous of all Hollywood fantasies -- and the apex of Steven Spielberg 's misunderstood career,1
classic low-budget film noir movie,1
elevates the material above pat inspirational status and,1
", dumb",0
", introspective and entertaining",1
"beautifully to filming the teeming life on the reefs , making this gorgeous film a must for everyone from junior scientists to grown-up fish lovers",1
too loud,0
is neither amusing nor dramatic enough to sustain interest,0
What little grace -LRB- Rifkin 's -RRB- tale of precarious skid-row dignity achieves is pushed into the margins by predictable plotting and tiresome histrionics .,0
of riveting power and sadness,1
his maudlin ending might not have gotten him into film school in the first place,0
"There is little question that this is a serious work by an important director who has something new to say about how , in the flip-flop of courtship , we often reel in when we should be playing out .",1
higher level,1
"you love the music , and",1
"is , in fact , so interesting",1
ambitious and personal,1
is mostly a lump of run-of-the-mill profanity sprinkled with a few remarks so geared toward engendering audience sympathy that you might think he was running for office -- or trying to win over a probation officer .,0
have felt like a cheat,0
between being wickedly funny and just plain wicked,1
funny and fun,1
can seem tiresomely simpleminded,0
result in a movie that works against itself .,0
Sayles ... once again strands his superb performers in the same old story .,0
Grey Zone,0
"is an accuracy of observation in the work of the director , Frank Novak , that keeps the film grounded in an undeniable social realism .",1
loneliness,0
worldly knowledge,1
in the end it 's as sweet as Greenfingers,1
you might want to leave your date behind for this one,0
"Confessions may not be a straightforward bio , nor does it offer much in the way of Barris ' motivations , but the film is an oddly fascinating depiction of an architect of pop culture",1
despite the efforts of a first-rate cast,0
juicy soap opera,1
for an all-around good time at the movies this summer,1
but not sophomoric -RRB-,1
as the queasy-stomached critic who staggered from the theater and blacked out in the lobby,0
"A triumph , a film that hews out a world and carries us effortlessly from darkness to light .",1
A period story about a Catholic boy who tries to help a Jewish friend get into heaven by sending the audience straight to hell .,0
"Dickens ' wonderfully sprawling soap opera , the better",1
's fitfully funny but never really takes off .,0
once called ` the gift of tears,1
"They 're just a couple of cops in Copmovieland , these two , but in Narc , they find new routes through a familiar neighborhood .",1
enjoyed most of Mostly Martha,1
"has a good bark , far from being a bow-wow .",1
"merges bits and pieces from fighting games , wire fu , horror movies , mystery , James Bond , wrestling , sci-fi and anime into one big bloody stew",1
will no doubt,1
"is a movie filled with unlikable , spiteful idiots",0
infatuation,1
"Funny , somber , absurd , and , finally , achingly sad ,",1
"a calm , self-assured portrait of small town regret , love , duty and friendship",1
", the film unfolds with all the mounting tension of an expert thriller , until the tragedy beneath it all gradually reveals itself .",1
one film,1
"if Allen , at 66 , has stopped challenging himself",0
it also rocks .,1
Astonishingly skillful and moving ... it could become a historically significant work as well as a masterfully made one .,1
effortlessly draws you in,1
bargain-basement,0
"Dragonfly ' dwells on crossing-over mumbo jumbo , manipulative sentimentality , and sappy dialogue .",0
is no foundation for it,0
rarely work in movies now,0
good documentary,1
's mildly interesting,1
this silly con job,0
is about to turn onto a different path,1
The film was immensely enjoyable thanks to great performances by both Steve Buscemi and Rosario Dawson ...,1
", for that matter , Shrek -RRB-",1
"families looking for a clean , kid-friendly outing",1
"dramatic , funny and poignant",1
which is powerful in itself,1
it ca n't help but engage an audience,1
teens are looking for something to make them laugh,1
rag-tag bunch,0
The nonstop artifice,1
suggest that the wayward wooden one end it all by stuffing himself into an electric pencil sharpener,0
Likely to have decades of life as a classic movie franchise,1
fast-paced contemporary society,1
to do a little fleeing of its own,0
lush,1
the most wondrous of all Hollywood fantasies,1
would ever work in a McCulloch production again if they looked at how this movie turned out,0
", wistful new film",1
numbingly dull,0
feel that we truly know what makes Holly and Marina tick,1
trudge out,0
waiting for DVD and just skipping straight to her scenes,0
the best ` old neighborhood ' project,1
"May lack the pungent bite of its title , but it 's an enjoyable trifle nonetheless .",1
will find it more than capable of rewarding them .,1
"Though intrepid in exploring an attraction that crosses sexual identity , Ozpetek falls short in showing us Antonia 's true emotions ... But at the very least , His Secret Life will leave you thinking .",1
they will have a showdown,1
inspire,1
marginal intelligence,0
weaving a theme,1
there 's a certain style and wit to the dialogue,1
"is thinking that we needed sweeping , dramatic , Hollywood moments to keep us",0
can act,1
gibberish,0
"In a movie full of surprises , the biggest is that Secret Ballot is a comedy , both gentle and biting .",1
"fun and funny in the middle , though somewhat less",1
warm your heart without making you feel guilty about it .,1
Barbershop is tuned in to its community .,1
meditation -RRB-,1
Windtalkers seems to have ransacked every old World War II movie for overly familiar material .,0
the merits of fighting hard for something that really matters,1
hard to shake the feeling that it was intended to be a different kind of film,0
serves as a rather thin moral to such a knowing fable,0
"Funny , sexy , devastating and incurably romantic",1
well-developed,1
